stemming,label_number,pseudo_label
reedem code walletnya ikut atur eror reedem pc bisatapi,1,neutral
bergunauntuk orang registersilahkan website steam bikin account steamdi aplikasi steam mobile login bikin account,1,neutral
ya masuk steam ngulang pasuk id password pengin nge trade malas warnet,2,negative
plis login steam mobile verifikasi steam mobile login ya sih,2,negative
sih sign laptop gilir sign hp usernamenya passwordnya aneh apk,2,negative
kocak steam guard kasi no hp buka kirim kode ribet verifikasi mending optimal aplikasi ya,1,neutral
bagus sih jaga akun lot login pc steam guardnya hp code ya tolong baik,1,neutral
akun steam gua login android laptop pc lancar bikin akun android aneh steam android,2,negative
paham apk ya informasi game game pc bayar atupun gerat masuk akun steam,2,negative
sistem log rusak gua selesai pasuk alamat email bilang incoreect rusak rusak aplikasi bneer,2,negative
tolong fix login steam hp code authenticator codenya masuk sms kasih opsi sms email,1,neutral
sih loginnya email nomor telpon masuk apk steam hp vivo ya plis loginnya pengin download resident evil pengin banget,1,neutral
ribet banget steam login verifikasi code email heran balikin versi mending email yahoo email buka verifikasi nomor nomor ribet,2,negative
steam sulit cari akun gue lupa akun steam mobile ya pas gue remove indak putar nih aplikasi udhserver sibuk henti,2,negative
nih lo ya loginkan blokir tlol salah kominfo ya dek dekdan steam daftar ya tau anjing pemblokirandan kominfo dadak blokir apkuntuk ya betulpengalihan isu renang laut faktadan gue kasih rating karana lo lo asih rating biar baca,2,negative
beli game ya susah anjir pakai metode dana purchase gara gara gagal beli kocakk,2,negative
gue bikin akun steam nih gua pencet tuh tombol join suruh naruh gmail gua taruh tuh alamat gmail verifikasi robot usia atas selesai gua continue selesai verifikasi email gua cek email gua verify akun tulis verifikasi suruh steam proses ya gua tab akun steam ya sesuai perintah persis tuh gua eh masuk halaman login akun aplikasi asu,2,negative
maaf suka masuk login susah lihat tutorial mohon simpel login,1,neutral
daftar susah sekali daftar password ya verif email pas beres login password sdgkan daaftar password,2,negative
aplikasi kecewa akun steam pc login bikin akun email pakai aplikasi sempurna,2,negative
download verifikasi pencet aplikasi masuk tolong developer login,1,neutral
ah brengsek nih steam login doang error mulu hp error sih komukasi ya sih idiot,2,negative
kecewa layan steam ganti email ujung akun steam hapus steam hilang akun umur konyol atur steam terimakasih steam sampah,2,negative
suka app ya biar control trade steam kadang suka ketawa lihat review bilang emulator download game,0,positive
login dwonloadnya banget tau habisin kouta doangjadi saran aplikasi didwonload deh,1,neutral
maaf ya kak sms kak mohon maaf kasih bintang im sok sorry download gagal android ios ipad moga baru eh maksud moga kasih ya,1,neutral
download suruh log pas log halaman log tolong baik ya,1,neutral
akun ya sih akun kagak suruh pasuk nama main ti ganti pakai laptop akun ngestuk ferifikasi akun,1,neutral
gue main dok dok literature club eh login cek alamat email nge stack halaman login,1,neutral
susah log masuk akun email captcha ya fungsi ulang berkalikali,2,negative
update tolol close hp login steam code device steam code muncul email suruh revovery bukany kasih kode login guooblokk,1,neutral
jelek banget aplikasi akun buang aplikasi pecat sih main,2,negative
halo valve remove steam hold bintang steam mobile cepat ya trade tunggu ya salah sistem benci sistem steam uh whatever now im have steam mobile,1,neutral
tolong fix verifikasi nomor telepon gagal kode sms ganggu tolong cepat baik,2,negative
beli game woi nak bf,1,neutral
masuk daftar pakai kode verifikasi tombol kirim data verifikasi email,1,neutral
update steam ya buka cuman nampilin katalog game wishlist teman dll blank,1,neutral
aplikasi ya tolong ya komputer log susah pas main hasil pakai steam link pakai pc tolong ya update,1,neutral
aduh pas login steam loading ya tolong baik biar cepat loading ya,2,negative
sih login ya gue lihat youtube steam tulis friends gue masuk login,1,neutral
chaptcha ya oon banget gblk ngisi ya bilang salah,2,negative
susah banget sih loginnya id passwordnya,2,negative
kali pas login pasword imel nggaakk aplikasi woyy,1,neutral
akun pas pencet akun tolong baik bug ya,1,neutral
sulit akun mobile pasu email proses ya,2,negative
aplikasi pantck error mulu kerja login ulang hp kagak,2,negative
akun dihack untung responnya cepat direset password baik,0,positive
good shrimp poboy aneh gmod kagak masuk wipe out,2,negative
game hilang transaksi mencurigakanpadahal hackbukti steam,1,neutral
login password bilang error kali reset password salah melulu ujung ya error tolong fix,2,negative
kali kali pasword iphone sayapas masuk langsung ketik animazetapi capek paswword dengang tolong baik kasih bintang,1,neutral
steam sih orangorang susah bikin susah susah ya tuh ya pas login pakai email kode ecek ya masuk kode tolong login mudah bikin susah orang steam sih orang kasih bintang kagak lihat komentar biar kayak tanggung tolong login mudah bikin sulit benerin download steam orang download steam susah login ya tau,2,negative
acountpadahal verifikasi gmail captchatapi masuk coba captcha eror tolong perbaikiini ganggu,2,negative
tau lebih kurang ngeri beli lisensi doang gamenya tau lisensi pindahin,2,negative
aplikasi jelek im not robot kasih gambar buram ya lulus im not robot kasih gambar buram aplikasi steam,2,negative
halo gaben login steam mobile ya login failure masuk id password,1,neutral
login password anggap salah password bikin akun captcha ya cocok kasih bintang,1,neutral
maaf tombol kirim ulang sms steam guard fungsi mohon baik terima sms aktif steam guard,1,neutral
bilang bikin steam guard bikin akun hilang nama bego tau sistem aman akun steam bukti akun gua hilang kali bego remember your recovery code idiots,2,negative
bantu banget aplikasi gaperlu buka pc trade item purchase game luar rumah,1,neutral
kembali akun sayasaya pakai steam guard email lupa pasword id lupa masuk kirim code hp email lupa hilang data datnya kembali ya buka steam guard masuk kirim code,1,neutral
tolong recaptcha akun dibenerin ulang berkalikali,1,neutral
paswors login ganti password login apk sampah,1,neutral
alami login steam tangan butuh aplikasi terima kasih,1,neutral
aplikasi ampas steam guard ampas bikin susah login hapus steam guard,2,negative
aplikasi buka layar hitam tunggu banget hitam,1,neutral
akun problem akun login becus,2,negative
aplikasi tolol tau login code dpet codenya login dimobile,1,neutral
guna login gue coba login pakai nomor telepon pakai gmail boongin doang kuras data gue,1,neutral
akun aplikasi ya saran akun ya google search google steam klik link akun situ hp bersih cache ya restart ulang thank you,1,neutral
ayok steam gara gara verivikasi gmail gue main game pc mobile ayok guest facebook google login ya,1,neutral
apk ya rusak login google kali kali pasuk email engak konfirmasi hasil apk rusak error,2,negative
steam laptop offline koneksi ikut youtube laptop sih,2,negative
login pilih login pas buka langsung isi id pas login,1,neutral
ganti pw pw ya login,1,neutral
aplikasi bodoh login akun sistem bodoh recaptcha,2,negative
masuk masuk ganti kats sandi tolong baik sign ya,1,neutral
akun ya login login akun fitur aplikasi web fitur akun pakai hp ya,1,neutral
pc android susah akun steam tolong developer betul bug terusebut,2,negative
semenjak aplikasi password guar pas aktifin pakai scan ken bug login otomatis yambung mode offlen conek,1,neutral
bagus hp kalao komputer mati chat lihat game libraly game ya murah banget beli rdr gta cyberpunk nfs heat forza horizon nfs payback cs go game ubisoft connectuplay epic games store origin ya app beta,0,positive
filter arcana immortal mhytical dll inventory dota fungsi serius gue v repot jual immo tolong baik sih gue omong gaben budeg v,2,negative
recaptcha ya susah banget akun coba ulang kali mengulangayolah steam,2,negative
steam guard muncul kode verifikasi jual item notifikasi konfirmasi muncul mohon solusi,1,neutral
bagus aplikasi ya pas pencet cart tolong baik gua main game poppy playtime chapte,1,neutral
bantu beli game redeem ya gampang pakai pclaptop,1,neutral
gara gara steam ya update main game sana game poppy playtime chapter rilis steam engak main anda rilis play store engak download steam huft,1,neutral
kasih bintang create account coba kali fitur im not a robot verify pencet continue fitur invalid,1,neutral
aplikasi bagus keren orang salah paham aplikasi login sign up websitenya,0,positive
update ya jelek steam lot kayak optimisasi ya bagus tolong baik,2,negative
aplikasi bagus guna beli game hp memang kayak kg pakai kerja nyiyir,0,positive
email verifikasi daftar email tinggal bikin akun kelarkelar tuh lingkar setan,1,neutral
tolong steam akun error tuju ambil trade terus,1,neutral
daftar email verifikasi suruh tunggu menit selesai apk an kayak,2,negative
overall good moga depan topup steam wallet pakai ovogopay kayak epic games orang milik kartu kredit,2,negative
najiz apaansih login steam tulis coba coba coba steam guard nambahin nomer hp error mulu try again,1,neutral
update akses game store ya beli item game ya inventori,1,neutral
temu error cek inventory dota steam mobile baik develovernya,1,neutral
top up steam eror steam guard pasang nomor telepon tolong akses hp,1,neutral
steam playstore main game pc mobile mbambankk lihat kabar game trade top up sw dll tau yodah komentar,1,neutral
permisi baik steam workshop mendownload video perangkat android mendownload video wallpaper engine,1,neutral
bagus tolong free gamenya bagus kasihan anak anak mainin kagak main,2,negative
tolong koneksi baik kode expired login steam launcher,1,neutral
apkikasi bantu redeem code steam wallet mudah komputer,1,neutral
bantu pergi bawa laptop pakai steam ponsel update diskon beli game,1,neutral
bagus sih tambah tabs totally accurate battle simulator pengin pakai pasu ya tribal,0,positive
gua kak masuk acount gua salah tolong benerin gua masuk acount steam gua masuk aplikasi,1,neutral
tolong atur ubah warnatampilan tema aplikasi tolong tambah warna terang putih terima kasih,1,neutral
steam kesal password ya password ya download,2,negative
bansad ribet pakai steam bayar dolar pakai bayar ya pakai software ya,2,negative
sih login kali steam kecewa main chilas art barista tolong ya pasword tau sih,2,negative
bro chapcha rawan disconnect aplikasi pc masuk hp suck,1,neutral
etik ya pas masuk steam search sesuai cari tolong direspon,1,neutral
authorize bingung error tunjuk guna sesuai update,1,neutral
jual game tidk main crash mafia classic fallout,1,neutral
steam main gamenya downloadnya pc akun doang top up akun apa,1,neutral
satusatunya proses selesai namjn pindah layar proses selesai ulang,1,neutral
akun pas akun masalah captcha ya bertahuntahun lol,2,negative
tolong rechapcha ya perbaikinsaya nge stuck salah mlutolong benerin susah login,1,neutral
login sistem guard ya pakai recaptcha ulang kali daftar kocak,1,neutral
chaptcha ya gagal pilih gambar ya eh gagal tolong baik developer steam,2,negative
sih log password ya bilang salah email nya sesuai password ya salah mulu gua main cs go kayak,2,negative
aplikasi kocak verifikasi login steam seluler verifikasi steam seluler aneh,2,negative
